clip_id,action_id,action_name,user_id,trial_id,Depth_Color_path,Depth_Color_length,IR_path,IR_length,Thermal_path,Thermal_length,Skeleton_path,Skeleton_length,IMU_path,IMU_length,Radar_path,Radar_length,has_Depth_Color,has_IR,has_Thermal,has_Skeleton,has_IMU,has_Radar
4_user21_1-1-3,4,Wipe_hands,user21,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user21\1-1-3,13,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user21\1-1-3,13,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user21\1-1-3,29,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user21\1-1-3,13,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user21\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user21\1-1-3,1,1,1,1,1,1,1
4_user21_7-2-1,4,Wipe_hands,user21,7-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user21\7-2-1,23,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user21\7-2-1,23,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user21\7-2-1,52,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user21\7-2-1,23,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user21\7-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user21\7-2-1,1,1,1,1,1,1,1
4_user21_7-2-2,4,Wipe_hands,user21,7-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user21\7-2-2,13,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user21\7-2-2,13,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user21\7-2-2,33,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user21\7-2-2,13,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user21\7-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user21\7-2-2,1,1,1,1,1,1,1
4_user21_7-2-3,4,Wipe_hands,user21,7-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user21\7-2-3,24,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user21\7-2-3,24,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user21\7-2-3,43,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user21\7-2-3,24,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user21\7-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user21\7-2-3,1,1,1,1,1,1,1
4_user22_1-1-1,4,Wipe_hands,user22,1-1-1,,0,,0,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user22\1-1-1,42,,0,,0,,0,0,0,1,0,0,0
4_user22_1-1-2,4,Wipe_hands,user22,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user22\1-1-2,16,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user22\1-1-2,16,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user22\1-1-2,24,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user22\1-1-2,16,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user22\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user22\1-1-2,1,1,1,1,1,1,1
4_user22_1-1-3,4,Wipe_hands,user22,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user22\1-1-3,9,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user22\1-1-3,9,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user22\1-1-3,17,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user22\1-1-3,9,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user22\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user22\1-1-3,1,1,1,1,1,1,1
4_user22_6-2-1,4,Wipe_hands,user22,6-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user22\6-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user22\6-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user22\6-2-1,69,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user22\6-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user22\6-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user22\6-2-1,1,1,1,1,1,1,1
4_user22_6-2-2,4,Wipe_hands,user22,6-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user22\6-2-2,24,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user22\6-2-2,24,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user22\6-2-2,61,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user22\6-2-2,24,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user22\6-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user22\6-2-2,1,1,1,1,1,1,1
4_user22_6-2-3,4,Wipe_hands,user22,6-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user22\6-2-3,6,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user22\6-2-3,6,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user22\6-2-3,15,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user22\6-2-3,6,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user22\6-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user22\6-2-3,1,1,1,1,1,1,1
4_user23_1-1-1,4,Wipe_hands,user23,1-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user23\1-1-1,27,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user23\1-1-1,27,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user23\1-1-1,55,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user23\1-1-1,27,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user23\1-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user23\1-1-1,1,1,1,1,1,1,1
4_user23_1-1-2,4,Wipe_hands,user23,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user23\1-1-2,15,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user23\1-1-2,15,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user23\1-1-2,18,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user23\1-1-2,15,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user23\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user23\1-1-2,1,1,1,1,1,1,1
4_user23_1-1-3,4,Wipe_hands,user23,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user23\1-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user23\1-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user23\1-1-3,33,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user23\1-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user23\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user23\1-1-3,1,1,1,1,1,1,1
4_user24_6-2-1,4,Wipe_hands,user24,6-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user24\6-2-1,28,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user24\6-2-1,28,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user24\6-2-1,32,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user24\6-2-1,28,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user24\6-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user24\6-2-1,1,1,1,1,1,1,1
4_user24_6-2-2,4,Wipe_hands,user24,6-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user24\6-2-2,20,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user24\6-2-2,20,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user24\6-2-2,47,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user24\6-2-2,20,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user24\6-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user24\6-2-2,1,1,1,1,1,1,1
4_user24_6-2-3,4,Wipe_hands,user24,6-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user24\6-2-3,24,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user24\6-2-3,24,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user24\6-2-3,52,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user24\6-2-3,24,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user24\6-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user24\6-2-3,1,1,1,1,1,1,1
4_user4_1-1-1,4,Wipe_hands,user4,1-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user4\1-1-1,23,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user4\1-1-1,23,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user4\1-1-1,37,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user4\1-1-1,23,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user4\1-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user4\1-1-1,1,1,1,1,1,1,1
4_user4_1-1-2,4,Wipe_hands,user4,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user4\1-1-2,22,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user4\1-1-2,22,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user4\1-1-2,43,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user4\1-1-2,22,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user4\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user4\1-1-2,1,1,1,1,1,1,1
4_user4_1-1-3,4,Wipe_hands,user4,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user4\1-1-3,19,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user4\1-1-3,19,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user4\1-1-3,45,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user4\1-1-3,19,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user4\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user4\1-1-3,1,1,1,1,1,1,1
4_user6_2-2-1,4,Wipe_hands,user6,2-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user6\2-2-1,20,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user6\2-2-1,20,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user6\2-2-1,47,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user6\2-2-1,20,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user6\2-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user6\2-2-1,1,1,1,1,1,1,1
4_user6_2-2-2,4,Wipe_hands,user6,2-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user6\2-2-2,24,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user6\2-2-2,24,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user6\2-2-2,29,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user6\2-2-2,24,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user6\2-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user6\2-2-2,1,1,1,1,1,1,1
4_user6_2-2-3,4,Wipe_hands,user6,2-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user6\2-2-3,11,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user6\2-2-3,11,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user6\2-2-3,54,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user6\2-2-3,11,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user6\2-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user6\2-2-3,1,1,1,1,1,1,1
4_user7_1-1-1,4,Wipe_hands,user7,1-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user7\1-1-1,23,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user7\1-1-1,23,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user7\1-1-1,55,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user7\1-1-1,23,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user7\1-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user7\1-1-1,1,1,1,1,1,1,1
4_user7_1-1-2,4,Wipe_hands,user7,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user7\1-1-2,10,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user7\1-1-2,10,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user7\1-1-2,25,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user7\1-1-2,10,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user7\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user7\1-1-2,1,1,1,1,1,1,1
4_user7_1-1-3,4,Wipe_hands,user7,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user7\1-1-3,14,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user7\1-1-3,14,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user7\1-1-3,33,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user7\1-1-3,14,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user7\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user7\1-1-3,1,1,1,1,1,1,1
4_user7_7-2-1,4,Wipe_hands,user7,7-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user7\7-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user7\7-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user7\7-2-1,72,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user7\7-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user7\7-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user7\7-2-1,1,1,1,1,1,1,1
4_user7_7-2-2,4,Wipe_hands,user7,7-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user7\7-2-2,19,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user7\7-2-2,19,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user7\7-2-2,67,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user7\7-2-2,19,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user7\7-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user7\7-2-2,1,1,1,1,1,1,1
4_user7_7-2-3,4,Wipe_hands,user7,7-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user7\7-2-3,8,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user7\7-2-3,8,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user7\7-2-3,39,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user7\7-2-3,8,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user7\7-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user7\7-2-3,1,1,1,1,1,1,1
4_user8_1-1-1,4,Wipe_hands,user8,1-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user8\1-1-1,29,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user8\1-1-1,29,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user8\1-1-1,86,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user8\1-1-1,29,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user8\1-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user8\1-1-1,1,1,1,1,1,1,1
4_user8_1-1-2,4,Wipe_hands,user8,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user8\1-1-2,25,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user8\1-1-2,25,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user8\1-1-2,42,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user8\1-1-2,25,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user8\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user8\1-1-2,1,1,1,1,1,1,1
4_user8_1-1-3,4,Wipe_hands,user8,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user8\1-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user8\1-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user8\1-1-3,55,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user8\1-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user8\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user8\1-1-3,1,1,1,1,1,1,1
4_user8_7-1-1,4,Wipe_hands,user8,7-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user8\7-1-1,26,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user8\7-1-1,26,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user8\7-1-1,63,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user8\7-1-1,26,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user8\7-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user8\7-1-1,1,1,1,1,1,1,1
4_user8_7-1-2,4,Wipe_hands,user8,7-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user8\7-1-2,30,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user8\7-1-2,30,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user8\7-1-2,72,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user8\7-1-2,30,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user8\7-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user8\7-1-2,1,1,1,1,1,1,1
4_user8_7-1-3,4,Wipe_hands,user8,7-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user8\7-1-3,18,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user8\7-1-3,18,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user8\7-1-3,43,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user8\7-1-3,18,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user8\7-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user8\7-1-3,1,1,1,1,1,1,1
4_user9_1-1-1,4,Wipe_hands,user9,1-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user9\1-1-1,13,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user9\1-1-1,13,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user9\1-1-1,52,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user9\1-1-1,13,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user9\1-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user9\1-1-1,1,1,1,1,1,1,1
4_user9_1-1-2,4,Wipe_hands,user9,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user9\1-1-2,11,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user9\1-1-2,11,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user9\1-1-2,27,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user9\1-1-2,11,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user9\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user9\1-1-2,1,1,1,1,1,1,1
4_user9_1-1-3,4,Wipe_hands,user9,1-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user9\1-1-3,16,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user9\1-1-3,16,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user9\1-1-3,52,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user9\1-1-3,16,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user9\1-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user9\1-1-3,1,1,1,1,1,1,1
4_user9_5-2-1,4,Wipe_hands,user9,5-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user9\5-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user9\5-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user9\5-2-1,82,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user9\5-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user9\5-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user9\5-2-1,1,1,1,1,1,1,1
4_user9_5-2-2,4,Wipe_hands,user9,5-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user9\5-2-2,21,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user9\5-2-2,21,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user9\5-2-2,54,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user9\5-2-2,21,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user9\5-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user9\5-2-2,1,1,1,1,1,1,1
4_user9_5-2-3,4,Wipe_hands,user9,5-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\4_Wipe_hands\user9\5-2-3,19,cuhk_dataset\Small-Model-Track\Training\data\IR\4_Wipe_hands\user9\5-2-3,19,cuhk_dataset\Small-Model-Track\Training\data\Thermal\4_Wipe_hands\user9\5-2-3,47,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\4_Wipe_hands\user9\5-2-3,19,cuhk_dataset\Small-Model-Track\Training\data\IMU\4_Wipe_hands\user9\5-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\4_Wipe_hands\user9\5-2-3,1,1,1,1,1,1,1
5_user1_1-1-1,5,Put_on_clothes,user1,1-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\5_Put_on_clothes\user1\1-1-1,125,cuhk_dataset\Small-Model-Track\Training\data\IR\5_Put_on_clothes\user1\1-1-1,125,cuhk_dataset\Small-Model-Track\Training\data\Thermal\5_Put_on_clothes\user1\1-1-1,309,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\5_Put_on_clothes\user1\1-1-1,125,cuhk_dataset\Small-Model-Track\Training\data\IMU\5_Put_on_clothes\user1\1-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\5_Put_on_clothes\user1\1-1-1,1,1,1,1,1,1,1
5_user1_1-1-2,5,Put_on_clothes,user1,1-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\5_Put_on_clothes\user1\1-1-2,53,cuhk_dataset\Small-Model-Track\Training\data\IR\5_Put_on_clothes\user1\1-1-2,53,cuhk_dataset\Small-Model-Track\Training\data\Thermal\5_Put_on_clothes\user1\1-1-2,121,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\5_Put_on_clothes\user1\1-1-2,53,cuhk_dataset\Small-Model-Track\Training\data\IMU\5_Put_on_clothes\user1\1-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\5_Put_on_clothes\user1\1-1-2,1,1,1,1,1,1,1
